t,PacPV,Pbat,PacGrid,PacHome,IBat,TBat,VBat,SoC,SoH,FreqIn,FreqOut,nCicli
2025-04-11 01:27:00,0.0,0.0,4655.0,0.0,0.0,23.3,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:28:00,0.0,0.0,4655.81,0.0,0.0,23.3,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:29:00,7.62069,0.0,4831.69,0.0,0.0,23.3,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:30:00,24.1754,0.0,5095.81,0.0,0.0,23.3,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:31:00,0.0,0.0,5134.67,0.0,0.0,23.3,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:32:00,0.0,0.0,4983.54,0.0,0.0,23.3,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:33:00,1.7931,0.0,5042.17,0.0,0.0,23.3,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:34:00,26.0,0.0,5050.53,0.0,0.0,23.3,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:35:00,3.64912,0.0,4987.47,0.0,0.0,23.3,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:36:00,0.0,0.0,5028.78,0.0,0.0,23.3,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:37:00,0.0,0.0,5055.58,0.0,0.0,23.3,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:38:00,22.4138,0.0,5031.71,0.0,0.0,23.3,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:39:00,9.12281,0.0,4759.3,0.0,0.0,23.3,53.28,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:40:00,0.0,0.0,4719.67,0.0,0.0,23.3,53.27,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:41:00,0.0,0.0,4750.55,0.0,0.0,23.3,53.25,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:42:00,17.3333,0.0,4722.12,0.0,0.0,23.3,53.24,100.0,99.0,0.0,0.0,481.0
2025-04-11 01:43:00,14.3448,0.0,4788.98,0.0,0.0,23.3,53.22,100.0,99.0,0.0,0.0,481.0
